Year,Name,AcresBurned,Fire Size Rank,Cause,SOURCE_REPORTING_UNIT_NAME,DaysBurn,Discovery Month,Discovered DOY,Contained Month,Contained DOY,Latitude,Longitude,County,CountyIds,State,OWNER_DESCR
2017,Whitepine Fire,46.0,C,NaN,,148,Jun,,Jan,9,41.8721,-122.4571,Siskiyou,47,CA,NaN
2017,Riverbottom Fire,45.0,C,NaN,,346,Dec,,Jan,9,33.9885,-117.38417,Riverside,33,CA,NaN
2017,Pozo Fire,45.0,C,NaN,,273,Oct,,Jan,9,35.28738,-120.44448,San Luis Obispo,40,CA,NaN
2017,Grace Fire,45.0,C,NaN,,84,Apr,,Jan,9,40.48712,-121.85645,Shasta,45,CA,NaN
2017,Mines Fire,44.0,C,NaN,,230,Aug,,Jan,9,37.56181,-121.56425,Alameda,1,CA,NaN
2017,Roser Fire,43.0,C,NaN,,297,Nov,,Jan,9,39.81517,-122.28165,Tehama,52,CA,NaN
2017,Pine Fire,43.0,C,NaN,,245,Sep,,Jan,9,36.17297,-120.87609,Monterey,27,CA,NaN
2017,Lockwood Fire,42.0,C,NaN,,171,Jun,,Jan,9,35.96275,-121.08753,Monterey,27,CA,NaN
2017,Paskenta Fire,42.0,C,NaN,,166,Jun,,Jan,9,40.10282,-122.27379,Tehama,52,CA,NaN
2017,Jones Fire,42.0,C,NaN,,145,Jun,,Jan,9,41.38247,-120.53443,Modoc,25,CA,NaN
2017,Ward Fire,41.0,C,NaN,,216,Aug,,Jan,9,41.99279,-122.9401,Siskiyou,47,CA,NaN
2017,Stokes Fire,41.0,C,NaN,,171,Jun,,Jan,9,34.10446,-118.70294,Los Angeles,19,CA,NaN
2017,Feed Fire,41.0,C,NaN,,125,May,,Jan,9,35.05076,-118.90004,Kern,15,CA,NaN
2017,Riverdale Fire,40.0,C,NaN,,329,Dec,,Jan,9,33.96514,-117.4764,Riverside,33,CA,NaN
2017,Palm Fire,40.0,C,NaN,,309,Nov,,Jan,9,33.90327,-116.50151,Riverside,33,CA,NaN
2017,Freeway Fire,40.0,C,NaN,,288,Oct,,Jan,9,34.13534,-117.4982,San Bernardino,36,CA,NaN
2017,Jones Fire,40.0,C,NaN,,272,Oct,,Jan,9,40.70627,-122.24199,Shasta,45,CA,NaN
2017,Lakewood Fire,40.0,C,NaN,,263,Sep,,Jan,9,35.59302,-118.46734,Kern,15,CA,NaN
2017,Hole Fire,40.0,C,NaN,,246,Sep,,Jan,9,41.98128,-124.01168,Del Norte,8,CA,NaN
2017,Translator Fire,40.0,C,NaN,,231,Aug,,Jan,9,41.02705,-123.63721,Humboldt,12,CA,NaN
2017,Vestal Fire,40.0,C,NaN,,229,Aug,,Jan,9,40.29831,-122.70449,Tehama,52,CA,NaN
2017,Murphy Fire,40.0,C,NaN,,189,Jul,,Jan,9,38.86056,-122.62382,Lake,17,CA,NaN
2017,Reservation Fire,40.0,C,NaN,,188,Jul,,Jan,9,36.66684,-121.74826,Monterey,27,CA,NaN
2017,Table Fire,39.0,C,NaN,,177,Sep,,Mar,85,37.896778,-120.504134,Tuolumne,55,CA,NaN
2017,Spenceville Fire,39.0,C,NaN,,196,Jul,,Jan,9,39.06522,-121.3519,Yuba,58,CA,NaN
2017,Toll Fire,39.0,C,NaN,,164,Jun,,Jan,9,38.07481,-122.23004,Solano,48,CA,NaN
2017,Pine Fire,38.0,C,NaN,,169,Jun,,Jan,9,37.9775,-122.65749,Marin,21,CA,NaN
2017,Red Fire,38.0,C,NaN,,153,Jun,,Jan,9,37.85137,-120.45268,Tuolumne,55,CA,NaN
2017, Bridge Fire,37.0,C,NaN,,295,Oct,,Jan,9,40.774,-122.309,Shasta,45,CA,NaN
2017,Banderilla Fire,36.0,C,NaN,,179,Jul,,Jan,9,37.65963,-120.34802,Mariposa,22,CA,NaN
2017,Black Fire,36.0,C,NaN,,167,Jun,,Jan,9,33.1683,-116.77342,San Diego,37,CA,NaN
2017,Melba Fire,35.0,C,NaN,,263,Sep,,Jan,9,33.74925,-117.10301,Riverside,33,CA,NaN
2017,Spaletta Fire,35.0,C,NaN,,184,Jul,,Jan,9,38.08055,-122.77846,Marin,21,CA,NaN
2017,Jurupa Fire,35.0,C,NaN,,176,Jul,,Jan,9,33.99316,-117.48405,Riverside,33,CA,NaN
2017,Latrobe Fire,35.0,C,NaN,,169,Jun,,Jan,9,38.45822,-120.92162,Sacramento,34,CA,NaN
2017,Breckenridge Fire,35.0,C,NaN,,151,Jun,,Jan,9,35.37351,-118.84134,Kern,15,CA,NaN
2017,Smiley Fire,35.0,C,NaN,,132,May,,Jan,9,33.96419,-117.20507,Riverside,33,CA,NaN
2017,Meyers Fire,34.0,C,NaN,,330,Dec,,Jan,9,34.21829,-117.40625,San Bernardino,36,CA,NaN
2017,Ellie Fire,34.0,C,NaN,,244,Sep,,Jan,9,33.73547,-117.33364,Riverside,33,CA,NaN
2017,Miller Fire,34.0,C,NaN,,234,Aug,,Jan,9,40.03697,-123.64214,Humboldt,12,CA,NaN
2017,Valley Fire,34.0,C,NaN,,176,Jul,,Jan,9,36.85596,-121.30983,San Benito,35,CA,NaN
2017,Christmas Fire,33.0,C,NaN,,179,Jul,,Jan,9,33.763304,-117.314994,Riverside,33,CA,NaN
2017,Valley Fire,33.0,C,NaN,,155,Jun,,Jan,9,33.584036,-116.972036,Riverside,33,CA,NaN
2017,Creek Fire ,33.0,C,NaN,,146,Jun,,Jan,9,35.60633,-118.4642,Kern,15,CA,NaN
2017,Sandy Fire,32.0,C,NaN,,205,Aug,,Jan,9,40.804,-123.375,Trinity,53,CA,NaN
2017,Sandy Fire,32.0,C,NaN,,205,Aug,,Jan,9,40.79902,-123.39253,Trinity,53,CA,NaN
2017,Washington Fire,32.0,C,NaN,,185,Jul,,Jan,9,33.62613,-117.07975,Riverside,33,CA,NaN
2017,Shore Fire,32.0,C,NaN,,158,Jun,,Jan,9,35.90092,-120.93371,Monterey,27,CA,NaN
2017,Pleyto Fire,32.0,C,NaN,,153,Jun,,Jan,9,35.902149,-120.983684,Monterey,27,CA,NaN
2017,York Fire,31.0,C,NaN,,279,Oct,,Jan,9,36.5858,-121.80377,Monterey,27,CA,NaN
2017,Juniper Fire,31.0,C,NaN,,226,Aug,,Jan,9,36.099681,-120.443545,Fresno,10,CA,NaN
2017,Hub Fire,31.0,C,NaN,,123,May,,Jan,9,35.60001,-118.4683,Kern,15,CA,NaN
2017,Castaic Fire,30.0,C,NaN,,162,Aug,,Mar,81,34.52055,-118.62882,Los Angeles,19,CA,NaN
2017,Blocksburg Fire,30.0,C,NaN,,206,Aug,,Jan,9,40.27582,-123.64281,Humboldt,12,CA,NaN
2017,Timber Fire,30.0,C,NaN,,175,Jul,,Jan,9,33.96896,-117.25411,Riverside,33,CA,NaN
2017,Ice Fire,29.0,C,NaN,,274,Oct,,Jan,9,38.77921,-120.46234,El Dorado,9,CA,NaN
2017,Benson Fire,29.0,C,NaN,,180,Jul,,Jan,9,40.29118,-122.42606,Tehama,52,CA,NaN
2017,32 Fire,28.0,C,NaN,,259,Sep,,Jan,9,39.8255,-121.7127,Butte,4,CA,NaN
2017,4-4 Fire,28.0,C,NaN,,233,Aug,,Jan,9,41.4844,-120.36659,Modoc,25,CA,NaN
2017,Shore Fire,28.0,C,NaN,,168,Jun,,Jan,9,41.93323,-124.19629,Del Norte,8,CA,NaN
2017,Nuevo Fire,28.0,C,NaN,,157,Jun,,Jan,9,33.79925,-117.11659,Riverside,33,CA,NaN
2017,4-10 Fire,27.0,C,NaN,,233,Aug,,Jan,9,41.64469,-120.31814,Modoc,25,CA,NaN
2017,Vernon Fire,27.0,C,NaN,,145,Jun,,Jan,9,33.82165,-116.96079,Riverside,33,CA,NaN
2017,Jasper Fire,26.0,C,NaN,,260,Sep,,Jan,9,39.03168,-121.40947,Yuba,58,CA,NaN
2017,Trellis Fire,26.0,C,NaN,,160,Jun,,Jan,9,33.71025,-117.31924,Riverside,33,CA,NaN
2017,Fairview Fire,26.0,C,NaN,,143,Jun,,Jan,9,33.94788,-116.59719,Riverside,33,CA,NaN
2017,Wilson Fire,25.0,C,NaN,,279,Oct,,Jan,9,33.18716,-116.50897,San Diego,37,CA,NaN
2017,Cove Fire,25.0,C,NaN,,257,Sep,,Jan,9,35.76343,-121.04445,San Luis Obispo,40,CA,NaN
2017,Border 9 Fire,25.0,C,NaN,,241,Sep,,Jan,9,32.59252,-116.61609,San Diego,37,CA,NaN
2017,Hopper Fire,25.0,C,NaN,,235,Sep,,Jan,9,40.71923,-122.02525,Shasta,45,CA,NaN
2017,Sloane Fire,25.0,C,NaN,,169,Jun,,Jan,9,32.7789,-116.8516,San Diego,37,CA,NaN
2017,Road Fire,25.0,C,NaN,,160,Jun,,Jan,9,37.02081,-119.95136,Madera,20,CA,NaN
2017,5 Fire,25.0,C,NaN,,145,Jun,,Jan,9,34.29931,-118.37539,Los Angeles,19,CA,NaN
2017,Ribbonwood Fire,25.0,C,NaN,,135,May,,Jan,9,32.679,-116.29296,San Diego,37,CA,NaN
2017,Portola Fire,23.0,C,NaN,,274,Oct,,Jan,9,33.50488,-117.02132,Riverside,33,CA,NaN
2017,Edwards Fire,22.0,C,NaN,,260,Sep,,Jan,9,37.77982,-122.169,Alameda,1,CA,NaN
2017,Gold Fire,22.0,C,NaN,,177,Jul,,Jan,9,38.20176,-120.67848,Calaveras,5,CA,NaN
2017,Refuge Fire,22.0,C,NaN,,155,Jun,,Jan,9,38.68347,-122.2654,Napa,28,CA,NaN
2017,Soda Fire,21.0,C,NaN,,284,Oct,,Jan,9,35.41112,-120.00353,San Luis Obispo,40,CA,NaN
2017,Mule Fire,21.0,C,NaN,,239,Sep,,Jan,9,39.01748,-122.49327,Lake,17,CA,NaN
2017,Globe Fire,21.0,C,NaN,,177,Jul,,Jan,9,36.10858,-118.81979,Tulare,54,CA,NaN
2017,Highway Fire,21.0,C,NaN,,164,Jun,,Jan,9,39.364,-121.4143,Butte,4,CA,NaN
2017,Platina Fire,21.0,C,NaN,,155,Jun,,Jan,9,0.0,0.0,Shasta,45,CA,NaN
2017,Bitterwater Fire,21.0,C,NaN,,133,May,,Jan,9,36.35578,-120.99552,San Benito,35,CA,NaN
2017,Blue Fire,20.0,C,NaN,,272,Oct,,Jan,9,40.88516,-123.96844,Humboldt,12,CA,NaN
2017,Fort Fire,20.0,C,NaN,,271,Oct,,Jan,9,38.51937,-123.24713,Sonoma,49,CA,NaN
2017,36 Fire,20.0,C,NaN,,267,Oct,,Jan,9,40.20077,-122.24731,Tehama,52,CA,NaN
2017,Falls Fire,20.0,C,NaN,,204,Aug,,Jan,9,37.65986,-120.31157,Tuolumne,55,CA,NaN
2017,Seine Fire,20.0,C,NaN,,194,Jul,,Jan,9,34.139,-117.199,San Bernardino,36,CA,NaN
2017,Range Fire,20.0,C,NaN,,189,Jul,,Jan,9,39.13207,-123.10227,Mendocino,23,CA,NaN
2017,Reed Fire,20.0,C,NaN,,155,Jun,,Jan,9,33.52584,-116.85226,Riverside,33,CA,NaN
2017,Fish Fire,20.0,C,NaN,,147,Jun,,Jan,9,37.86549,-122.2102,Contra Costa,7,CA,NaN
2017,City Fire,20.0,C,NaN,,129,May,,Jan,9,35.983,-119.91508,Kings,16,CA,NaN
2017,Nacimiento Fire,20.0,C,NaN,,125,May,,Jan,9,35.77082,-120.92482,Monterey,27,CA,NaN
2017,Longhorn Fire,19.0,C,NaN,,338,Dec,,Jan,9,33.88994,-116.91023,Riverside,33,CA,NaN
2017,Garden Fire,19.0,C,NaN,,274,Oct,,Jan,9,39.06414,-121.13737,Nevada,29,CA,NaN
2017,Nuevo Fire,19.0,C,NaN,,216,Aug,,Jan,9,33.797216,-117.124538,Riverside,33,CA,NaN
2017,Sway Fire,19.0,C,NaN,,204,Aug,,Jan,9,40.39799,-123.57562,Humboldt,12,CA,NaN
2017,Willms Fire,19.0,C,NaN,,190,Jul,,Jan,9,37.81827,-120.65764,Stanislaus,50,CA,NaN
2017,King Fire,19.0,C,NaN,,168,Jun,,Jan,9,40.703775,-122.645079,Siskiyou,47,CA,NaN
2017,Fay Fire,19.0,C,NaN,,112,May,,Jan,9,35.71704,-118.30601,Kern,15,CA,NaN
2017,Bodega Fire,18.0,C,NaN,,230,Aug,,Jan,9,38.26294,-122.71998,Sonoma,49,CA,NaN
2017,Lakeland Fire,18.0,C,NaN,,176,Jul,,Jan,9,39.53944,-121.54722,Butte,4,CA,NaN
2017,Panoche Fire,18.0,C,NaN,,139,May,,Jan,9,36.61332,-120.7109,Fresno,10,CA,NaN
2017,Pine Fire,18.0,C,NaN,,127,May,,Jan,9,36.1727,-120.86682,Monterey,27,CA,NaN
2017,Ramblin Fire,17.0,C,NaN,,267,Oct,,Jan,9,37.41231,-119.87465,Mariposa,22,CA,NaN
2017,Corner Fire,17.0,C,NaN,,220,Aug,,Jan,9,40.92602,-121.5935,Shasta,45,CA,NaN
2017,Sky Fire,17.0,C,NaN,,201,Jul,,Jan,9,40.69259,-122.17384,Shasta,45,CA,NaN
2017,Rocky Fire,17.0,C,NaN,,131,May,,Jan,9,35.556667,-120.474,San Luis Obispo,40,CA,NaN
2017,Lonoak Fire,17.0,C,NaN,,128,May,,Jan,9,36.2771,-120.94328,Monterey,27,CA,NaN
2017,Canyon Fire,17.0,C,NaN,,125,May,,Jan,9,33.88466,-116.99229,Riverside,33,CA,NaN
2017,Elk Fire,16.0,C,NaN,,144,Jun,,Jan,9,35.188,-119.2877,Kern,15,CA,NaN
2017,Matz Fire,16.0,C,NaN,,140,May,,Jan,9,34.04412,-116.55326,San Bernardino,36,CA,NaN
2017,Rusty Fire,16.0,C,NaN,,139,May,,Jan,9,36.96642,-119.58292,Fresno,10,CA,NaN
2017,Paskenta Fire ,15.0,C,NaN,,213,Aug,,Jan,9,39.87983,-122.5415,Tehama,52,CA,NaN
2017,Greenhorn Fire,15.0,C,NaN,,199,Jul,,Jan,9,39.16826,-120.95498,Nevada,29,CA,NaN
2017,Centerville Fire,15.0,C,NaN,,189,Jul,,Jan,9,41.45589,-120.56933,Modoc,25,CA,NaN
2017,Alvarado Fire,15.0,C,NaN,,170,Jun,,Jan,9,35.947,-120.87492,Monterey,27,CA,NaN
2017,Lombardi Fire,15.0,C,NaN,,139,May,,Jan,9,38.19906,-120.83484,Calaveras,5,CA,NaN
2017,66 Fire,15.0,C,NaN,,94,Apr,,Jan,9,33.56777,-116.08003,Riverside,33,CA,NaN
2017,Drum Fire,14.0,C,NaN,,341,Dec,,Jan,9,34.71796,-120.27077,Santa Barbara,42,CA,NaN
2017,Coast Fire,14.0,C,NaN,,339,Dec,,Jan,9,34.605358,-120.414875,Santa Barbara,42,CA,NaN
2017,Desabla Fire,14.0,C,NaN,,174,Jul,,Jan,9,39.8629,-121.6268,Butte,4,CA,NaN
2017,Hog Fire,14.0,C,NaN,,151,Jun,,Jan,9,35.80375,-120.52508,Monterey,27,CA,NaN
2017,Moraga Fire,14.0,C,NaN,,129,May,,Jan,9,33.97155,-117.44148,Riverside,33,CA,NaN
2017,Milton Fire,13.0,C,NaN,,282,Oct,,Jan,9,37.89532,-120.84748,Stanislaus,50,CA,NaN
2017,Woodland Fire,13.0,C,NaN,,197,Jul,,Jan,9,38.69775,-120.73757,El Dorado,9,CA,NaN
2017,Rosado Fire,13.0,C,NaN,,184,Jul,,Jan,9,38.67474,-121.06088,El Dorado,9,CA,NaN
2017,Silver Fire,13.0,C,NaN,,176,Jul,,Jan,9,34.304722,-117.3125,San Bernardino,36,CA,NaN
2017,Pacific Fire,12.0,C,NaN,,246,Sep,,Jan,9,39.44257,-121.60683,Butte,4,CA,NaN
2017,Dehesa Fire,12.0,C,NaN,,146,Jun,,Jan,9,0.0,0.0,San Diego,37,CA,NaN
2017,Shandon Fire,12.0,C,NaN,,118,May,,Jan,9,35.6879,-120.3317,San Luis Obispo,40,CA,NaN
2017,Jameson Fire,12.0,C,NaN,,111,Apr,,Jan,9,33.7866,-117.5048,Riverside,33,CA,NaN
2017,Taglio Fire,12.0,C,NaN,,356,Dec,,Jan,9,37.21812,-121.07761,Merced,24,CA,NaN
2017,Independence Fire,11.0,C,NaN,,203,Jul,,Jan,9,38.70289,-122.90217,Sonoma,49,CA,NaN
2017,Lisa Fire,11.0,C,NaN,,174,Jul,,Jan,9,33.913089,-117.096233,Riverside,33,CA,NaN
2017,Freeway Fire,10.0,C,NaN,,272,Oct,,Jan,9,40.24789,-122.255,Tehama,52,CA,NaN
2017,Dexter Fire,10.0,C,NaN,,254,Sep,,Jan,9,37.76888,-120.15846,Mariposa,22,CA,NaN
2017,Shaver Fire,10.0,C,NaN,,245,Sep,,Jan,9,37.10067,-119.32109,Fresno,10,CA,NaN
2017,Sandra Fire,10.0,C,NaN,,231,Aug,,Jan,9,38.34421,-120.72274,Amador,3,CA,NaN
2017,Rincon Fire,10.0,C,NaN,,206,Aug,,Jan,9,34.23925,-117.85182,Los Angeles,19,CA,NaN
2017,Grizzly Fire,10.0,C,NaN,,193,Jul,,Jan,9,39.36902,-120.97586,Nevada,29,CA,NaN
2017,North Fire,10.0,C,NaN,,187,Jul,,Jan,9,40.48972,-122.38619,Shasta,45,CA,NaN
2017,Navajo Fire,10.0,C,NaN,,185,Jul,,Jan,9,33.77896,-117.24091,Riverside,33,CA,NaN
2017,Rebie Fire,10.0,C,NaN,,184,Jul,,Jan,9,39.50475,-121.33785,Butte,4,CA,NaN
2017,Canyon Fire,10.0,C,NaN,,175,Jul,,Jan,9,33.91806,-116.99321,Riverside,33,CA,NaN
2017,Brewer Fire,10.0,C,NaN,,174,Jul,,Jan,9,39.08382,-121.06656,Nevada,29,CA,NaN
2017,Lambs Fire,10.0,C,NaN,,160,Jun,,Jan,9,33.90965,-116.9669,Riverside,33,CA,NaN
2017,Springs Fire,10.0,C,NaN,,158,Jun,,Jan,9,117.138741,33.939428,Riverside,33,CA,NaN
2017,Pine Fire,10.0,C,NaN,,147,Jun,,Jan,9,35.564124,-118.796513,Kern,15,CA,NaN
2017,Shirleon Fire ,10.0,C,NaN,,146,Jun,,Jan,9,33.87107,-116.88097,Riverside,33,CA,NaN
2017,Twenty Fire,10.0,C,NaN,,140,May,,Jan,9,39.23205,-121.376,Yuba,58,CA,NaN
2017,Champagne Fire,10.0,C,NaN,,139,May,,Jan,9,34.87128,-118.35296,Kern,15,CA,NaN
2017,Moreno Fire,10.0,C,NaN,,134,May,,Jan,9,33.94673,-117.17773,Riverside,33,CA,NaN
2017,Soledad Fire,10.0,C,NaN,,105,Apr,,Jan,9,36.44141,-121.34695,Monterey,27,CA,NaN
2017,Pressley Fire (Central LNU Complex),0.0,A,NaN,,273,Oct,,Jan,9,38.36685,-122.64001,Sonoma,49,CA,NaN
2017,Partrick Fire (Central LNU Complex),0.0,A,NaN,,272,Oct,,Jan,9,38.31802,-122.39052,Napa,28,CA,NaN
2017,Rattlesnake Fire,0.0,A,NaN,,241,Sep,,Jan,9,37.73596,-119.78256,Mariposa,22,CA,NaN
2017,Clear Complex (merged into Eclipse Complex),0.0,A,NaN,,197,Jul,,Jan,9,41.702,-123.508,Siskiyou,47,CA,NaN
2017,Warner Mountain Lightning,0.0,A,NaN,,195,Jul,,Jan,9,41.338,-120.304,Modoc,25,CA,NaN
2017,Creek Fire,0.0,A,NaN,,191,Jul,,Jan,9,39.75425,-122.17657,Glenn,11,CA,NaN
2017,Antelope Fire,0.0,A,NaN,,178,Jul,,Jan,9,40.6361,-120.9643,Lassen,18,CA,NaN
2017,Klamath Fire,0.0,A,NaN,,176,Jul,,Jan,9,41.86609,-122.73031,Siskiyou,47,CA,NaN
2017, Cristianitos Fire,0.0,A,NaN,,170,Jun,,Jan,9,33.43513,-117.58252,San Diego,37,CA,NaN
2017,Salmon-August Complex ,0.0,A,NaN,,167,Jun,,Jan,9,41.841,-123.474,Siskiyou,47,CA,NaN
2017,King Incident,0.0,A,NaN,,165,Jun,,Jan,9,36.51912,-119.50606,Tulare,54,CA,NaN
2017,Range Fire,0.0,A,NaN,,130,May,,Jan,9,35.85253,-120.80411,San Luis Obispo,40,CA,NaN
2017,Oroville Spillway ,0.0,A,NaN,,29,Feb,,Jan,9,39.51158,-121.55633,Butte,4,CA,NaN
2018,Ranch Fire (Mendocino Complex),410203.0,G,NaN,,204,Jul,,Jan,4,39.243283,-123.103367,Colusa,"6,11,17,23",CA,NaN
2018,Ranch Fire (Mendocino Complex),410203.0,G,NaN,,204,Jul,,Jan,4,39.243283,-123.103367,Glenn,"6,11,17,23",CA,NaN
2018,Ranch Fire (Mendocino Complex),410203.0,G,NaN,,204,Jul,,Jan,4,39.243283,-123.103367,Lake,"6,11,17,23",CA,NaN
2018,Ranch Fire (Mendocino Complex),410203.0,G,NaN,,204,Jul,,Jan,4,39.243283,-123.103367,Mendocino,"6,11,17,23",CA,NaN
2018,Carr Fire,229651.0,G,NaN,,200,Jul,,Jan,4,40.65428,-122.62357,Shasta,"45,53",CA,NaN
2018,Carr Fire,229651.0,G,NaN,,200,Jul,,Jan,4,40.65428,-122.62357,Trinity,"45,53",CA,NaN
2018,Camp Fire,153336.0,G,NaN,,17,Nov,,Nov,329,39.8134,-121.4347,Butte,4,CA,NaN
2018,Woolsey Fire,96949.0,G,NaN,,308,Nov,,Jan,4,34.235,-118.70128,Los Angeles,"19,56",CA,NaN
2018,Woolsey Fire,96949.0,G,NaN,,308,Nov,,Jan,4,34.235,-118.70128,Ventura,"19,56",CA,NaN
2018,Ferguson Fire,96901.0,G,NaN,,190,Jul,,Jan,4,37.6549,-119.88581,Mariposa,22,CA,NaN
2018,County Fire,90288.0,G,NaN,,177,Jun,,Jan,4,38.80583,-122.18183,Napa,"28,57",CA,NaN
2018,County Fire,90288.0,G,NaN,,177,Jun,,Jan,4,38.80583,-122.18183,Yolo,"28,57",CA,NaN
2018,Delta Fire,63311.0,G,NaN,,244,Sep,,Jan,4,40.9425,-122.43,Shasta,"45,53",CA,NaN
2018,Delta Fire,63311.0,G,NaN,,244,Sep,,Jan,4,40.9425,-122.43,Trinity,"45,53",CA,NaN
2018,River Fire (Mendocino Complex),48920.0,G,NaN,,204,Jul,,Jan,4,39.04786,-123.11971,Colusa,"6,17,23",CA,NaN
2018,River Fire (Mendocino Complex),48920.0,G,NaN,,204,Jul,,Jan,4,39.04786,-123.11971,Lake,"6,17,23",CA,NaN
2018,River Fire (Mendocino Complex),48920.0,G,NaN,,204,Jul,,Jan,4,39.04786,-123.11971,Mendocino,"6,17,23",CA,NaN
2018,Hirz Fire,46150.0,G,NaN,,217,Aug,,Jan,4,40.896,-122.219,Shasta,45,CA,NaN
2018,Stone Fire,39387.0,G,NaN,,223,Aug,,Jan,4,41.38544,-121.04386,Modoc,25,CA,NaN
2018,Klamathon Fire,38008.0,G,NaN,,182,Jul,,Jan,4,41.893332,-122.534655,Siskiyou,47,CA,NaN
2018,Donnell Fire,36450.0,G,NaN,,209,Aug,,Jan,4,38.349,-119.929,Tuolumne,55,CA,NaN
2018,Holy Fire,23136.0,G,NaN,,214,Aug,,Jan,4,33.69888,-117.52055,Orange,30,CA,NaN
2018,Whaleback Fire,18703.0,G,NaN,,204,Jul,,Jan,4,40.633536,-120.868091,Lassen,18,CA,NaN
2018,Pawnee Fire,15185.0,G,NaN,,170,Jun,,Jan,4,39.0674,-122.59848,Lake,17,CA,NaN
2018,Cranston Fire,13139.0,G,NaN,,202,Jul,,Jan,4,0.0,0.0,Riverside,33,CA,NaN
2018,Waverly Fire,12300.0,G,NaN,,176,Jun,,Jan,4,38.052055,-120.945482,San Joaquin,39,CA,NaN
2018,Boot Fire,6974.0,G,NaN,,243,Sep,,Jan,4,38.347395,-119.45186,Mono,26,CA,NaN
2018,Planada Fire,4564.0,F,NaN,,162,Jun,,Jan,4,37.39339,-120.34207,Merced,24,CA,NaN
2018,Hill Fire,4531.0,F,NaN,,308,Nov,,Jan,4,34.22685,-118.93444,Ventura,56,CA,NaN
2018,Branscombe Fire,4500.0,F,NaN,,276,Oct,,Jan,4,0.0,0.0,Solano,48,CA,NaN
2018,Lions Fire,4064.0,F,NaN,,158,Jun,,Jan,4,37.571,-119.118,Madera,20,CA,NaN
2018,Sun Fire,3889.0,F,NaN,,276,Oct,,Jan,4,40.22027778,-122.18,Tehama,52,CA,NaN
2018,Lane Fire,3716.0,F,NaN,,170,Jun,,Jan,4,40.35068,-121.77867,Tehama,52,CA,NaN
2018,Mill Creek 1 Fire,3674.0,F,NaN,,224,Aug,,Jan,4,41.07944,-123.688056,Humboldt,12,CA,NaN
2018,Charlie Fire,3380.0,F,NaN,,261,Sep,,Jan,4,34.48229,-118.60858,Los Angeles,19,CA,NaN
2018,Five Fire,2995.0,F,NaN,,214,Aug,,Jan,4,35.97896,-119.98329,Kings,16,CA,NaN
2018,Apple Fire,2956.0,F,NaN,,156,Jun,,Jan,4,39.94355,-122.3571,Tehama,52,CA,NaN
2018,Tarina Fire,2950.0,F,NaN,,211,Aug,,Jan,4,35.37444,-118.83556,Kern,15,CA,NaN
2018,Georges Fire,2883.0,F,NaN,,185,Jul,,Jan,4,36.6734,-118.21881,Inyo,14,CA,NaN
2018,Snell Fire,2490.0,F,NaN,,247,Sep,,Jan,4,38.69601,-122.44468,Napa,28,CA,NaN
2018,Chrome Fire,2290.0,F,NaN,,156,Jun,,Jan,4,39.64978,-122.58218,Glenn,11,CA,NaN
2018,Turkey Fire,2225.0,F,NaN,,214,Aug,,Jan,4,35.847778,-120.343056,Monterey,27,CA,NaN
2018,Nelson Fire,2162.0,F,NaN,,218,Aug,,Jan,4,38.431278,-122.043747,Solano,48,CA,NaN
2018,Eagle Fire,2100.0,F,NaN,,190,Jul,,Jan,4,41.29363,-120.11461,Modoc,25,CA,NaN
2018,Pleasant Fire,2070.0,F,NaN,,46,Feb,,Jan,3,37.40208,-118.50235,Inyo,14,CA,NaN
2018,Hat Fire,1900.0,F,NaN,,217,Aug,,Jan,4,40.99344,-121.52225,Shasta,45,CA,NaN
2018,Nees Fire,1756.0,F,NaN,,118,May,,Jan,4,36.85156,-120.77206,Merced,24,CA,NaN
2018,Kerlin Fire,1751.0,F,NaN,,243,Sep,,Jan,4,40.616251,-123.52019,Trinity,53,CA,NaN
2018,Creek Fire,1678.0,F,NaN,,171,Jun,,Jan,4,40.50318,-122.42308,Shasta,45,CA,NaN
2018,Nurse Fire,1500.0,F,NaN,,308,Nov,,Jan,4,38.21396,-121.9424,Solano,48,CA,NaN
2018,Yankee Fire,1500.0,F,NaN,,167,Jun,,Jan,4,35.73629,-120.75593,San Luis Obispo,40,CA,NaN
2018,Stone Fire,1352.0,F,NaN,,151,Jun,,Jan,4,34.5486,-118.31138,Los Angeles,19,CA,NaN
2018,Valley Fire,1350.0,F,NaN,,183,Jul,,Jan,4,34.095568,-116.958806,San Bernardino,36,CA,NaN
2018,Airline Fire,1314.0,F,NaN,,151,Jun,,Jan,4,36.40755,-120.99322,San Benito,35,CA,NaN
2018,Moffat Fire,1265.0,F,NaN,,106,Apr,,Jan,3,36.71537,-118.08449,Inyo,14,CA,NaN
2018,Patterson Fire,1261.0,F,NaN,,133,May,,Jan,4,33.62924,-117.05992,Riverside,33,CA,NaN
2018,Butte Fire,1200.0,F,NaN,,208,Jul,,Jan,4,39.186144,-121.792885,Sutter,51,CA,NaN
2018,North Fire,1120.0,F,NaN,,242,Sep,,Jan,4,39.268611,-120.658333,Placer,31,CA,NaN
2018,Front Fire,1014.0,F,NaN,,227,Aug,,Jan,4,35.11416667,-120.09222222,Santa Barbara,42,CA,NaN
2018,Breckenridge Fire,993.0,E,NaN,,204,Jul,,Jan,4,35.387408,-118.817934,Kern,15,CA,NaN
2018,Eel Fire,972.0,E,NaN,,208,Jul,,Jan,4,39.82877,-123.08489,Mendocino,23,CA,NaN
